Date,3 Year,5 Year,7 Year,10 Year,15 Year,20 Year
1028160000,,,0.009698806,0.013725774,,
1028246400,,,0.009515571,0.013573082,,
1028505600,,,0.009155192,0.013560725,,
1028592000,,,0.009168369,0.013787119,,
1028678400,,,0.008930098,0.013584225,,
1028764800,,,0.00894927,0.013586959,,
1028851200,,,0.008740848,0.013550415,,
1029110400,,,0.008581298,0.013421559,,
1029196800,,,0.008812272,0.01376335,,
1029283200,,,0.008483948,0.013647536,,
1029369600,,,0.008510628,0.01369237,,
1029456000,,,0.008557399,0.013864267,,
1029715200,,,0.008457391,0.013750095,,
1029801600,,,0.008583062,0.013448694,,
1029888000,,,0.008508433,0.01334602,,
1029974400,,,0.008479811,0.01335732,,
1030060800,,,0.008374257,0.013230741,,
1030320000,,,0.008310362,0.013070709,,
1030406400,,,0.00807306,0.012846735,,
1030492800,,,0.00810654,0.013034456,,
1030579200,,,0.007654847,0.012607113,,
1030665600,,,0.007614659,0.012493423,,
1030924800,,,0.007509675,0.012353808,,
1031011200,,,0.007686707,0.012515687,,
1031097600,,,0.007862817,0.012643633,,
1031184000,,,0.007885188,0.012667817,,
1031270400,,,0.007418092,0.012124617,,
1031529600,,,0.007362805,0.012112532,,
1031616000,,,0.006861159,0.011600904,,
1031702400,,,0.006782293,0.011392079,,
1031788800,,,0.006732369,0.011250897,,
1031875200,,,0.006985525,0.011279761,,
1032220800,,,0.007047211,0.011487029,,
1032307200,,,0.009000098,0.013203989,,
1032393600,,,0.008172076,0.012688361,,
1032480000,,,0.0088813,0.013641032,,
1032825600,,,0.008811604,0.013368011,,
1032912000,,,0.008244022,0.012774296,,
1032998400,,,0.008376127,0.012918361,,
1033084800,,,0.008269484,0.012807381,,
1033344000,,,0.007945888,0.012452507,,
1033430400,,,0.007588317,0.012063658,,
1033516800,,,0.007620106,0.012133625,,
1033603200,,,0.007463865,0.012141718,,
1033689600,,,0.007486756,0.012281108,,
1033948800,,,0.007709666,0.012555917,,
1034035200,,,0.007740661,0.012487208,,
1034121600,,,0.007557013,0.012351947,,
1034208000,,,0.00730722,0.012218595,,
1034294400,,,0.007054265,0.011873652,,
1034640000,,,0.006724471,0.011542771,,
1034726400,,,0.006687539,0.011470113,,
1034812800,,,0.006864971,0.011574158,,
1034899200,,,0.007056211,0.011793054,,
1035158400,,,0.006934881,0.011655033,,
1035244800,,,0.007314598,0.011838727,,
1035331200,,,0.007099992,0.011685655,,
1035417600,,,0.007102652,0.011660255,,
1035504000,,,0.007111316,0.011655369,,
1035763200,,,0.006904858,0.011337022,,
1035849600,,,0.006890389,0.011309588,,
1035936000,,,0.006922869,0.011261121,,
1036022400,,,0.006536126,0.0108246,,
1036108800,,,0.006361149,0.010753062,,
1036454400,,,0.00631219,0.010619364,,
1036540800,,,0.006496264,0.010816477,,
1036627200,,,0.006580794,0.010963334,,
1036713600,,,0.006498494,0.01095875,,
1036972800,,,0.006239058,0.010637737,,
1037059200,,,0.006280513,0.010641727,,
1037145600,,,0.006331432,0.01062006,,
1037232000,,,0.006815873,0.011065702,,
1037318400,,,0.006887122,0.011162527,,
1037577600,,,0.006999357,0.011284508,,
1037664000,,,0.00671393,0.010952948,,
1037750400,,,0.006838732,0.01095819,,
1037836800,,,0.007412568,0.011248694,,
1037923200,,,0.007031365,0.010954624,,
1038182400,,,0.006637665,0.010655464,,
1038268800,,,0.006338872,0.010424529,,
1038355200,,,0.006416939,0.010483007,,
1038441600,,,0.006398482,0.010579593,,
1038528000,,,0.006521904,0.010622073,,
1038787200,,,0.006542798,0.010767579,,
1038873600,,,0.006812708,0.010955387,,
1038960000,,,0.006796513,0.010885754,,
1039046400,,,0.006916883,0.010982713,,
1039132800,,,0.006904914,0.010986347,,
1039392000,,,0.006829027,0.010876023,,
1039478400,,,0.006751974,0.010859782,,
1039564800,,,0.006614592,0.010842168,,
1039651200,,,0.006685432,0.010814866,,
1039737600,,,0.006722239,0.010780967,,
1039996800,,,0.006451524,0.010442786,,
1040083200,,,0.006375135,0.010380724,,
1040169600,,,0.006420525,0.010312206,,
1040256000,,,0.006461838,0.010273174,,
1040342400,,,0.006558137,0.010244639,,
1040688000,,,0.006448455,0.010203248,,
1040774400,,,0.006395031,0.01006227,,
