Date,3 Year,5 Year,7 Year,10 Year,15 Year,20 Year
1465171200,0.00011195,0.000180177,0.000317477,0.000447809,,
1465257600,0.000105455,0.000173417,0.000320731,0.000398307,,
1465344000,0.000176812,0.000246372,0.000421013,0.000461264,,
1465430400,9.9134E-05,0.000166045,0.000319507,0.000332088,,
1465516800,-3.89516E-05,3.62125E-05,0.00015886,0.000121167,,
1465776000,-3.25679E-05,8.78859E-06,0.000139058,6.403E-05,,
1465862400,-3.74967E-05,-6.77515E-06,0.000105266,9.2447E-05,,
1465948800,-0.000108428,-7.79628E-05,2.45593E-05,-0.000156708,,
1466035200,-4.15276E-05,-4.43346E-05,4.0779E-05,-0.000249944,,
1466121600,0.000126222,0.000160172,0.000290056,0.000167903,,
1466380800,0.000173512,0.000139068,0.000219434,0.000174433,,
1466467200,0.000205371,0.000169646,0.000272674,0.000234646,,
1466553600,0.000208162,0.000187188,0.0002655,0.000237828,,
1466640000,0.00023346,0.000197893,0.00026293,0.000288068,,
1466726400,-9.68062E-05,-2.66276E-05,3.24525E-05,-0.00011091,,
1466985600,-4.69155E-05,-6.64634E-06,7.06823E-05,-7.07369E-05,,
1467072000,-0.000137375,-9.47413E-05,-1.55537E-05,-0.000396057,,
1467158400,-0.00018732,-0.000160395,-7.61747E-06,-0.0004994,,
1467244800,-0.00011337,-7.21849E-05,8.04175E-05,-7.93336E-05,,
1467331200,-0.000333815,-0.000241949,-6.57382E-05,-0.000224241,,
1467590400,-0.000203433,-0.000172438,-2.2372E-05,-0.000115158,,
1467676800,-0.000138369,-0.000121082,-6.86161E-06,-3.36713E-05,,
1467763200,-0.000273467,-0.000219378,-5.77369E-05,-0.000273781,,
1467849600,-0.000312262,-0.000255831,-9.4356E-05,-0.000354031,,
1467936000,-0.000432915,-0.000387984,-0.000216215,-0.000345608,,
1468195200,-0.000419631,-0.000358929,-0.000162931,-0.000240751,,
1468281600,-0.000439603,-0.000396353,-0.000248306,-0.00025831,,
1468368000,-0.000459438,-0.000389108,-0.000226526,-0.000254513,,
1468454400,-0.000394866,-0.000252938,-8.72792E-05,-0.000203845,,
1468540800,-0.000256848,-0.000106983,9.27828E-05,1.57125E-05,,
1468886400,-0.000236471,-0.000110954,6.59088E-05,-6.29956E-06,,
1468972800,-0.000267524,-0.000156954,4.96251E-06,-0.000111259,,
1469059200,-0.000284977,-0.000132615,4.62557E-05,-3.6486E-05,,
1469145600,-0.000338622,-0.000151613,3.79998E-05,9.37027E-06,,
1469404800,-0.000343058,-0.000184169,-3.40494E-05,-8.53779E-05,,
1469491200,-0.00030999,-0.000208982,-0.000131721,-0.000202566,,
1469577600,-0.00050713,-0.000427495,-0.000386109,-0.000431092,,
1469664000,-0.000304626,-0.000134144,-0.00016543,-7.50149E-07,,
1469750400,0.000233603,0.000322274,0.00039927,0.000572966,,
1470009600,0.0002506,0.00034222,0.000456232,0.000638264,,
1470096000,0.000632592,0.000750644,0.000919106,0.001162,,
1470182400,0.000200377,0.000257041,0.000419154,0.000814692,,
1470268800,0.000103377,0.00025213,0.000402175,0.00086564,,
1470355200,-2.78522E-06,0.000106432,0.000256284,0.000739699,,
1470614400,0.000145635,0.000283715,0.000524181,0.000958991,,
1470700800,-3.31708E-05,6.18135E-05,0.000255904,0.00070277,,
1470787200,-8.91354E-05,1.0805E-06,0.000128434,0.000468879,,
1470960000,-5.21362E-05,5.52056E-05,0.000178405,0.000439518,,
1471219200,9.35786E-05,0.00020582,0.00036498,0.000674653,,
1471305600,3.43626E-06,0.00014449,0.000276159,0.000570749,,
1471392000,4.24747E-05,0.000239738,0.000377269,0.000730982,,
1471478400,-4.13513E-05,0.000195635,0.000380431,0.000696061,,
1471564800,-8.92169E-05,0.000141393,0.000350962,0.000622928,,
1471824000,-3.37088E-05,0.000219323,0.000460641,0.000722018,,
1471910400,-8.4595E-05,0.000126804,0.000340955,0.000554238,,
1471996800,-8.43741E-06,0.00019087,0.00040837,0.00064038,,
1472083200,3.71492E-06,0.000117155,0.000337082,0.000619277,,
1472169600,2.88098E-05,0.000136917,0.000381652,0.000705844,,
1472428800,2.46447E-05,9.16401E-05,0.000410573,0.000718173,,
1472515200,-4.73296E-05,6.71313E-05,0.000366997,0.000654923,,
1472601600,-1.66662E-05,0.000118291,0.000437358,0.000688917,,
1472688000,8.26434E-05,0.000204837,0.000511378,0.000792878,,
1472774400,0.000102949,0.000280803,0.000597806,0.001062474,,
1473033600,8.41467E-05,0.00026627,0.000556239,0.001035262,,
1473120000,0.000137464,0.000296563,0.000548565,0.001047047,,
1473206400,1.3246E-05,0.000174042,0.000378232,0.00069889,,
1473292800,6.31728E-05,0.000223813,0.000498328,0.000875379,,
1473379200,3.54352E-05,0.000251379,0.000604415,0.001116011,,
1473638400,-0.000219097,0.000158941,0.000548495,0.001040051,,
1473724800,-0.000198746,0.000170799,0.000543357,0.00094575,,
1473811200,-0.000436854,1.48136E-05,0.000492949,0.000901619,,
1473897600,-0.000397461,-1.30424E-05,0.000450823,0.000585689,,
1473984000,-0.000362922,8.81654E-06,0.000469055,0.00062729,,
1474329600,-0.000347495,5.49029E-07,0.000368481,0.000484305,,
1474416000,-1.17355E-05,0.000243819,0.000630318,0.000858856,,
1474588800,-3.8483E-05,0.000153216,0.000485967,0.000617924,,
1474848000,-9.2732E-05,7.66394E-05,0.00041454,0.000505606,,
1474934400,-0.000466328,-0.000181376,0.000202125,0.000313993,,
1475020800,-0.000622028,-0.000213595,8.87261E-05,0.000197942,,
1475107200,-0.000464388,-0.00010978,0.000142233,0.000220382,,
1475193600,-0.000453707,-0.000146248,0.000147573,0.000344056,,
1475452800,-0.000381099,-2.69096E-05,0.000282329,0.000392561,,
1475539200,-0.000352496,1.17032E-05,0.000319205,0.000343754,,
1475625600,-0.000377906,8.61454E-06,0.000348826,0.000406253,,
1475712000,-0.000317332,6.01071E-05,0.000376413,0.000433116,,
1475798400,-0.000325521,4.98795E-05,0.000372847,0.000355404,,
1476144000,-0.000160296,0.000195525,0.000494101,0.000498394,,
1476230400,-0.000165735,0.000174489,0.000452401,0.000413648,,
1476316800,-0.000180248,0.000164333,0.000449069,0.000394904,,
1476403200,-0.000233038,0.000112279,0.000453045,0.000430521,,
1476662400,-0.00019673,0.000115721,0.000458995,0.000436582,,
1476748800,-0.000206385,0.000122241,0.000463122,0.000466894,,
1476835200,-0.000200415,9.6286E-05,0.0004367,0.000445484,,
1476921600,-0.000172471,9.92198E-05,0.00043513,0.00040363,,
1477008000,-0.000113153,0.000149314,0.000476045,0.000470983,,
1477267200,-5.78222E-05,0.000214701,0.000516397,0.000529031,,
1477353600,-0.00010323,0.00016246,0.000439193,0.000465928,,
1477440000,-9.41806E-05,0.000160096,0.000438288,0.000457033,,
1477526400,-0.000122765,0.000194047,0.000483154,0.000507104,,
1477612800,-0.000170948,0.000223711,0.000506949,0.00087397,,
1477872000,-0.000232242,0.000169172,0.000455768,0.000834568,,
1477958400,-0.00024079,0.000154541,0.000444482,0.000834854,,
1478044800,-0.00034771,8.34446E-05,0.000365402,0.000712066,,
1478217600,-0.000377476,7.35272E-05,0.000354508,0.000707822,,
1478476800,-0.00031351,0.000123887,0.000425467,0.000782656,,
1478563200,-0.000331441,0.000106121,0.000394351,0.000649934,,
1478649600,-0.000419658,2.96255E-05,0.000296107,0.000535647,,
1478736000,-0.000275832,0.000183209,0.000527945,0.000802542,,
1478822400,-0.000178345,0.0002783,0.0006559,0.000952421,,
1479081600,-4.55789E-05,0.000394036,0.000808795,0.001111419,,
1479168000,0.000244025,0.00062904,0.001071871,0.00131661,,
1479254400,0.000643248,0.000975599,0.001343102,0.001496075,,
1479340800,5.25704E-05,0.000373054,0.000864322,0.001410132,,
1479427200,-9.32999E-05,0.000410847,0.001105003,0.001732704,,
1479686400,-0.00010613,0.000306039,0.000990468,0.001620401,,
1479772800,-5.08853E-05,0.000293533,0.00096049,0.00161925,,
1479945600,-5.71755E-05,0.000287514,0.000969203,0.00166556,,
1480032000,0.000160008,0.000381406,0.001036962,0.001698622,,
1480291200,3.63283E-05,0.00022825,0.000825895,0.001457172,,
1480377600,-0.000124958,0.00020088,0.000840018,0.001457639,,
1480464000,-0.000131855,0.000213534,0.000876323,0.001511178,,
1480550400,-0.000181008,0.000214708,0.000928649,0.001562871,,
1480636800,-0.000212799,0.000211728,0.000961955,0.001613982,,
1480896000,-0.000224775,0.000144247,0.000856381,0.001509859,,
1480982400,-0.000175387,0.000244388,0.001037694,0.001739586,,
1481068800,-0.000190848,0.00019874,0.000914061,0.001629476,,
1481155200,-0.000127291,0.000260275,0.000976594,0.001751238,,
1481241600,-0.000131264,0.000292649,0.000987124,0.001867878,,
1481500800,-0.000103755,0.000364726,0.001111846,0.002073815,,
1481587200,-7.78382E-05,0.00053017,0.001331896,0.002197183,,
1481673600,-0.000161551,0.00037234,0.001149343,0.001975582,,
1481760000,-0.000126147,0.00047634,0.001345153,0.002190495,,
1481846400,3.10756E-06,0.000621668,0.001481381,0.002179012,,
1482105600,-6.43183E-05,0.00057505,0.001476227,0.002158384,,
1482192000,-8.4927E-05,0.00048546,0.001333183,0.002076049,,
1482278400,-0.000106447,0.000462027,0.001275636,0.00199353,,
1482364800,-0.000143541,0.000417401,0.001216596,0.001956673,,
1482710400,-5.48565E-05,0.000458211,0.001263566,0.001999673,,
1482796800,-6.62274E-05,0.000452631,0.001260422,0.002011639,,
1482883200,-6.569E-05,0.000382873,0.001157506,0.001975309,,
1482969600,-0.000129045,0.000247681,0.000932963,0.001842671,,
1483056000,-0.000195289,0.000198919,0.000908373,0.001858471,,
1483488000,-0.000209838,0.000266874,0.0010875,0.002021336,,
1483574400,-0.000286609,0.000207299,0.001004158,0.00196279,,
1483660800,-0.000366804,0.000187319,0.001002258,0.001952419,,
1484006400,-0.000529077,0.000139209,0.001006502,0.00197545,,
1484092800,-0.000562746,0.000119008,0.00098516,0.002001123,,
1484179200,-0.000373139,0.000185905,0.000966555,0.001847529,,
1484265600,-0.000445718,0.000164119,0.001008912,0.001909803,,
1484524800,-0.00037711,0.000181525,0.00101825,0.001931758,,
1484611200,-0.000332517,0.000154683,0.000953141,0.001907562,,
1484697600,-0.000252488,0.000194931,0.000998739,0.001959133,,
1484784000,-0.000173104,0.000278233,0.001167955,0.002134973,,
1484870400,-0.000273666,0.000181511,0.001065537,0.002050244,,
1485129600,-0.000259452,0.000143728,0.001002378,0.001949404,,
1485216000,-0.000320025,8.38438E-05,0.000893643,0.001865316,,
1485302400,-1.53663E-05,0.000357861,0.001202489,0.002105983,,
1485388800,0.000106822,0.000490227,0.001405097,0.002327572,,
1485475200,6.15484E-05,0.000370348,0.001248525,0.002235427,,
1485734400,6.8467E-05,0.000398062,0.001312906,0.002258935,,
1485820800,0.000120198,0.000435739,0.001363356,0.002265003,,
1485907200,5.52647E-05,0.000432253,0.001427115,0.002372498,,
1485993600,8.41084E-05,0.000476101,0.001523071,0.002514344,,
1486080000,0.000103062,0.000458315,0.001469806,0.002439422,,
1486339200,0.000211073,0.000599508,0.001662587,0.002509252,,
1486425600,0.000189673,0.000535154,0.001573453,0.002481381,,
1486512000,0.000254066,0.000542528,0.0015354,0.002431261,,
1486598400,0.000249363,0.000429342,0.001359538,0.002346474,,
1486684800,0.000233732,0.00048241,0.001421351,0.00236568,,
1486944000,0.000258165,0.000526651,0.001480561,0.002430456,,
1487030400,0.000187674,0.000475663,0.001474584,0.002481592,,
1487116800,7.91202E-05,0.000417435,0.001424605,0.002436348,,
1487203200,9.46819E-05,0.000449179,0.001475398,0.002478325,,
1487289600,3.05495E-05,0.000419649,0.001440169,0.002439127,,
1487548800,8.66261E-05,0.000411807,0.001409764,0.002479325,,
1487635200,9.01123E-05,0.000395273,0.001394325,0.002467196,,
1487721600,-0.000101506,0.000249838,0.00126901,0.002366834,,
1487808000,-6.75305E-05,0.000258902,0.001213448,0.002311489,,
1487894400,-0.00015211,0.000144729,0.001033959,0.002164566,,
1488153600,-7.03563E-05,0.000131282,0.000833552,0.002075259,,
1488240000,-7.09691E-05,0.000161195,0.000839911,0.002162679,,
1488326400,-4.31169E-06,0.000261718,0.000951691,0.002234701,,
1488412800,-0.000104793,0.000184001,0.00092318,0.002285237,,
1488499200,-0.000187694,0.000102458,0.00085861,0.002183518,,
1488758400,-0.000211021,0.000116793,0.000871031,0.002170137,,
1488844800,-0.000216494,0.000101892,0.000830459,0.002121827,,
1488931200,-0.000178746,0.000166133,0.000892999,0.002180107,,
1489017600,-2.73589E-05,0.000310473,0.001077336,0.00229166,,
1489104000,-1.12285E-05,0.000281458,0.001096101,0.002346698,,
1489363200,5.03091E-05,0.000343185,0.00114854,0.002348577,,
1489449600,3.55252E-05,0.000321329,0.001125233,0.002337215,,
1489536000,7.00319E-05,0.00036522,0.001181442,0.002391574,,
1489622400,-4.56238E-05,0.00023583,0.000982299,0.002213826,,
1489708800,-9.11879E-05,0.000195188,0.000973541,0.002200784,,
1490054400,-0.000115688,0.000108445,0.000881756,0.00208628,,
1490140800,-0.000170855,3.38574E-05,0.000765193,0.002060104,,
1490227200,-0.000285471,-4.76332E-05,0.00070377,0.002003696,,
1490313600,-0.000207703,5.86953E-05,0.000808735,0.002097569,,
1490572800,-0.00018104,4.68457E-05,0.000771833,0.002044004,,
1490659200,-0.000161433,4.48323E-05,0.000769304,0.002044333,,
1490745600,-5.13719E-05,0.000109257,0.000789213,0.002009109,,
1490832000,2.48563E-05,0.000203374,0.000876576,0.002077003,,
1490918400,0.000114607,0.000282422,0.000943103,0.002152956,,
1491177600,0.000311989,0.000403204,0.001035487,0.00218425,,
1491264000,0.000170367,0.00027026,0.000890458,0.002107926,,
1491350400,7.44301E-05,0.000209663,0.000853669,0.002115964,,
1491436800,5.44329E-05,0.000205415,0.000859044,0.002058027,,
1491523200,-4.86899E-05,0.000111322,0.000735525,0.001996422,,
1491782400,-2.05808E-05,0.000140184,0.000771246,0.001986081,,
1491868800,-6.42195E-05,6.10064E-05,0.000678495,0.001875914,,
1491955200,-8.57096E-05,-1.54631E-05,0.000539115,0.001691307,,
1492041600,-6.97037E-05,-1.72513E-05,0.000537107,0.001730628,,
1492128000,-7.38691E-05,-5.91674E-05,0.000421441,0.001659177,,
1492387200,-3.80562E-05,-7.44467E-05,0.000366432,0.001540985,,
1492473600,-2.33911E-05,-3.88382E-05,0.000452409,0.00163393,,
1492560000,-9.87692E-05,-0.000126235,0.00036082,0.001535478,,
1492646400,-9.62426E-05,-0.000120369,0.000386758,0.001667225,,
1492732800,-0.000118275,-0.000129267,0.000412871,0.001684788,,
1492992000,-2.98291E-05,-3.81005E-05,0.000514547,0.001739526,,
1493078400,-3.04435E-05,-7.48291E-05,0.000445629,0.001717549,,
1493164800,5.40892E-06,-1.5998E-05,0.000497753,0.001717281,,
1493251200,5.73905E-05,6.49531E-05,0.000530458,0.001734953,,
1493337600,-8.27927E-05,-4.15045E-05,0.000474851,0.001672093,,
1493596800,-3.84694E-05,-1.35354E-05,0.000491028,0.001671956,,
1493683200,-1.62987E-05,3.82256E-06,0.000544011,0.001724222,,
1494201600,2.57387E-05,8.42792E-05,0.000657175,0.001812371,,
1494288000,9.49212E-05,0.000138313,0.000713206,0.00186322,,
1494374400,0.0001789,0.00021763,0.000818548,0.001934861,,
1494460800,0.000204796,0.000278301,0.000931023,0.002050941,,
1494547200,0.000198788,0.000249034,0.00086251,0.002001245,,
1494806400,0.000202855,0.000268386,0.000831606,0.001970987,,
1494892800,0.000273094,0.000319636,0.000892079,0.002002586,,
1494979200,0.000363085,0.000371354,0.000914942,0.00196951,,
1495065600,0.000418172,0.000414445,0.000967221,0.00198013,,
1495152000,0.000289288,0.000295121,0.000904679,0.001934186,,
1495411200,0.000294554,0.00031457,0.000946721,0.002058014,,
1495497600,0.000299708,0.000304161,0.000922452,0.00200976,,
1495584000,0.000360074,0.000358326,0.00097514,0.002070374,,
1495670400,0.000343123,0.00036553,0.000990497,0.002066573,,
1495756800,0.000291892,0.000271236,0.000855378,0.001932681,,
1496016000,0.000224726,0.000256132,0.00087922,0.001937222,,
1496102400,0.000187873,0.000205914,0.00081583,0.001936499,,
1496188800,0.000210814,0.000273254,0.000887888,0.001987493,,
1496275200,0.000195926,0.000254616,0.000873513,0.00201031,,
1496361600,0.000228754,0.000284357,0.000881608,0.001990033,,
1496620800,0.000295701,0.000327777,0.000890108,0.001993213,,
1496707200,0.000333964,0.000316023,0.000836556,0.001951541,,
1496793600,0.00049596,0.000430965,0.000879608,0.001952734,,
1496880000,0.000644697,0.000645016,0.001132122,0.002227624,,
1496966400,0.000577326,0.000567697,0.001001616,0.002077942,,
1497225600,0.000601804,0.00061151,0.001096148,0.002112911,,
1497312000,0.000648315,0.000678874,0.001160613,0.002149925,,
1497398400,0.000676442,0.000667956,0.001196029,0.002120247,,
1497484800,0.000612094,0.000610079,0.001119223,0.002005391,,
1497571200,0.000566303,0.000600882,0.001122037,0.0020208,,
1497830400,0.000589527,0.00060491,0.001118262,0.00202603,,
1497916800,0.000613817,0.000634164,0.001159796,0.00198998,,
1498003200,0.000705264,0.000666893,0.001156463,0.002030758,,
1498089600,0.000716515,0.00065902,0.001160785,0.001993683,,
1498176000,0.000626086,0.000612627,0.001109126,0.002005283,,
1498435200,0.000590264,0.000591141,0.001084514,0.001968409,,
1498521600,0.000447595,0.00048474,0.0009799,0.001948441,,
1498608000,0.000444356,0.000526328,0.001023872,0.002029572,,
1498694400,0.000386371,0.000528985,0.001082904,0.002085654,,
1498780800,0.000470326,0.000692933,0.001350349,0.002337688,,
1499040000,0.000423566,0.000658689,0.001319598,0.002302226,,
1499126400,0.000405462,0.000670894,0.001321799,0.002259967,,
1499212800,0.000493492,0.000782175,0.001468198,0.002366675,,
1499299200,0.000640581,0.000931753,0.001646268,0.002530571,,
1499385600,0.000652735,0.000908042,0.001627595,0.002395124,,
1499644800,0.000599137,0.000991756,0.001654521,0.002475269,,
1499731200,0.000477233,0.000954266,0.001646502,0.002478642,,
1499817600,0.000426181,0.000874476,0.001554575,0.00245933,,
1499904000,0.000371403,0.000794726,0.001439333,0.002372695,,
1499990400,0.000400278,0.000796569,0.001432836,0.002384149,,
1500336000,0.000344696,0.000737229,0.001312944,0.002302686,,
1500422400,0.000340165,0.00071943,0.00134577,0.002339723,,
1500508800,0.000346123,0.000710951,0.001336416,0.002332415,,
1500595200,0.00028842,0.00066581,0.001274474,0.002285371,,
1500854400,0.000288985,0.000655634,0.001254838,0.00224877,,
1500940800,0.000332448,0.000670221,0.001256721,0.002251018,,
1501027200,0.000387672,0.000760709,0.001368727,0.002355371,,
1501113600,0.000307016,0.000700362,0.001302099,0.002234006,,
1501200000,0.000262135,0.000645544,0.001296823,0.002291514,,
1501459200,0.000273536,0.000646942,0.001284533,0.00229261,,
1501545600,0.000264194,0.000657927,0.001322999,0.002260799,,
1501632000,0.000254947,0.000619167,0.001299009,0.002255426,,
1501718400,0.00023518,0.000571129,0.001254902,0.002210259,,
1501804800,0.000273409,0.000580389,0.001217511,0.002160545,,
1502064000,0.000305764,0.000618969,0.001248885,0.002204058,,
1502150400,0.000292892,0.00063159,0.001258493,0.002223081,,
1502236800,0.000201027,0.000548216,0.001154252,0.002131286,,
1502323200,0.000208495,0.000544057,0.001122071,0.002145945,,
1502668800,0.000187537,0.000501714,0.001070875,0.002092316,,
1502755200,0.0001496,0.000469427,0.001005814,0.002092581,,
1502841600,0.00012491,0.000422961,0.000904746,0.00200788,,
1502928000,0.00011688,0.000437012,0.000987758,0.002047647,,
1503014400,-4.67818E-06,0.000310397,0.000876657,0.001983335,,
1503273600,-9.95306E-06,0.000274698,0.000845642,0.001927831,,
1503360000,-9.38028E-06,0.000315186,0.000897648,0.001970651,,
1503446400,-1.28234E-05,0.000284887,0.000846962,0.001940448,,
1503532800,-0.000103921,0.00015784,0.000696233,0.001846027,,
1503619200,-0.000240469,1.52521E-05,0.000550954,0.001775788,,
1503878400,-0.000225763,1.58961E-05,0.000493034,0.001752491,,
1503964800,-0.000280908,-3.5813E-05,0.000411141,0.001671048,,
1504051200,-0.000173534,8.08708E-05,0.000523886,0.001685483,,
1504137600,-0.000150536,8.85051E-05,0.000519857,0.00177381,,
1504224000,-0.000151149,6.39285E-05,0.00043442,0.001684654,,
1504483200,-6.31081E-05,0.000124329,0.000469553,0.001642275,,
1504569600,-5.55653E-06,0.000202268,0.00048959,0.001726811,,
1504656000,1.29127E-05,0.00020254,0.000477628,0.00166556,,
